"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.browser","Answer.maybe_fail_flag","Answer.opt1.420","Answer.opt1.42069","Answer.opt1.69","Answer.opt2.420","Answer.opt2.42069","Answer.opt2.69","Answer.opt3.420","Answer.opt3.42069","Answer.opt3.69","Answer.opt4.420","Answer.opt4.42069","Answer.opt4.69","Answer.quiz_attempts","Answer.quiz_complete_time","Answer.set_number","Answer.slider_values","Answer.slider_values2","Answer.srcc_fail","Answer.srcc_score","Approve","Reject"
"3N2YPY1GJAZC4TAC8DWTU85UVBDEV4","3F3JD5CN1QYSKT8HP9LQEY5A3YBH0Y","Study on Picture Changes and Picture Quality","Use sliders to find when a picture changes and when the quality changes","image quality, image changes, slider","$0.50","Thu Apr 30 22:16:36 PDT 2020","102","BatchId:4017866;OriginalHitTemplateId:928390855;","7200","259200","Wed May 06 13:15:26 PDT 2020","","","30X31N5D67RW88AQOFU3BMQIOWNSAE","A25322LEAGNXQ","Approved","Mon May 04 17:39:37 PDT 2020","Mon May 04 17:59:46 PDT 2020","Thu May 07 17:59:46 PDT 2020","Thu May 07 18:00:23 PDT 2020","","","1209","92% (12/13)","92% (12/13)","92% (12/13)","Chrome","false","true","false","false","true","false","false","false","true","false","false","false","true","1","Mon 04 May 17:49:01 PST 2020","547","26,26,32,21,23,22,22,31,19,24,24,32,22,24,22,25,26,38,19,23,19,25,20,29,19,22,19,18,23,21,19,18,26,35,25,21,18,24,19,22,30,30,22,25,19,21,22,24,16,20,26,35,32,22,25,","13,14,21,16,15,13,19,23,11,12,18,24,16,14,15,20,16,28,13,14,13,18,12,20,15,13,13,11,16,14,12,13,18,29,18,14,11,20,11,12,21,22,15,18,12,13,11,18,9,12,16,21,24,12,20,","pass","0.3"
"3N2YPY1GJAZC4TAC8DWTU85UVBDEV4","3F3JD5CN1QYSKT8HP9LQEY5A3YBH0Y","Study on Picture Changes and Picture Quality","Use sliders to find when a picture changes and when the quality changes","image quality, image changes, slider","$0.50","Thu Apr 30 22:16:36 PDT 2020","102","BatchId:4017866;OriginalHitTemplateId:928390855;","7200","259200","Wed May 06 13:15:26 PDT 2020","","","317HQ483IBTEYD1JS75UTQ4VESTINF","A1LDGTVB4DC9FN","Approved","Sat May 02 03:46:10 PDT 2020","Sat May 02 05:42:41 PDT 2020","Tue May 05 05:42:41 PDT 2020","Tue May 05 05:43:23 PDT 2020","","","6991","50% (9/18)","50% (9/18)","43% (3/7)","Chrome","true","true","false","false","true","false","false","false","true","false","false","false","true","1","Sat 02 May 05:36:19 PST 2020","5667","24,28,28,26,28,30,30,25,26,26,29,26,27,27,28,27,27,29,29,28,27,31,30,29,27,29,26,28,27,27,30,26,29,26,29,28,26,24,26,26,29,25,27,24,22,23,27,24,30,28,31,28,26,24,24,","17,17,15,14,16,18,17,16,14,17,18,14,15,19,17,18,18,18,18,18,17,19,18,16,18,18,17,18,15,16,21,18,18,15,17,18,16,15,18,15,18,16,16,14,13,12,14,13,20,16,19,18,13,12,15,","pass","0.11180339887498948"
"3N2YPY1GJAZC4TAC8DWTU85UVBDEV4","3F3JD5CN1QYSKT8HP9LQEY5A3YBH0Y","Study on Picture Changes and Picture Quality","Use sliders to find when a picture changes and when the quality changes","image quality, image changes, slider","$0.50","Thu Apr 30 22:16:36 PDT 2020","102","BatchId:4017866;OriginalHitTemplateId:928390855;","7200","259200","Wed May 06 13:15:26 PDT 2020","","","3180JW2OT8D63ZFJ6PU8BAJ9132J5L","ADF114DXQMFGH","Approved","Tue May 05 14:52:09 PDT 2020","Tue May 05 16:08:43 PDT 2020","Fri May 08 16:08:43 PDT 2020","Fri May 08 16:09:23 PDT 2020","","","4594","100% (1/1)","100% (1/1)","100% (1/1)","Chrome","true","true","false","false","true","false","false","false","true","false","false","false","true","2","Tue 05 May 15:10:19 PST 2020","781","37,40,40,44,46,43,41,45,41,36,35,42,42,44,43,39,42,39,39,44,38,43,41,41,34,39,38,44,41,41,44,44,43,44,43,45,45,43,41,43,41,44,41,41,39,41,44,42,44,40,39,45,45,34,44,","27,33,30,36,42,35,34,39,34,24,24,36,26,38,38,34,34,32,32,39,23,38,31,25,24,27,30,36,32,32,35,42,33,40,36,37,37,33,30,37,35,36,32,29,29,30,35,25,36,26,28,31,38,18,37,","pass","0.7"
"3N2YPY1GJAZC4TAC8DWTU85UVBDEV4","3F3JD5CN1QYSKT8HP9LQEY5A3YBH0Y","Study on Picture Changes and Picture Quality","Use sliders to find when a picture changes and when the quality changes","image quality, image changes, slider","$0.50","Thu Apr 30 22:16:36 PDT 2020","102","BatchId:4017866;OriginalHitTemplateId:928390855;","7200","259200","Wed May 06 13:15:26 PDT 2020","","","31EUONYN2Z4124LVST4QN4UUC1AVOE","ABTHKQ2QJWA6E","Approved","Fri May 01 09:09:43 PDT 2020","Fri May 01 09:31:56 PDT 2020","Mon May 04 09:31:56 PDT 2020","Mon May 04 09:32:23 PDT 2020","","","1333","75% (12/16)","75% (12/16)","100% (6/6)","Chrome","true","true","false","false","true","false","false","false","true","false","false","false","true","1","Fri 01 May 09:12:16 PST 2020","5290","35,37,35,33,36,37,35,35,37,37,36,36,37,35,35,36,36,34,34,35,33,34,35,34,34,32,35,35,35,36,35,34,35,35,34,35,38,37,36,36,34,35,35,33,35,33,36,35,39,39,36,35,36,37,36,","26,26,25,24,25,27,25,26,29,31,27,28,29,28,27,28,29,26,26,25,25,25,27,27,26,24,26,26,28,28,28,28,27,25,28,27,28,27,25,27,26,25,25,24,26,23,26,25,35,31,29,26,27,27,26,","pass","0.1"
"3N2YPY1GJAZC4TAC8DWTU85UVBDEV4","3F3JD5CN1QYSKT8HP9LQEY5A3YBH0Y","Study on Picture Changes and Picture Quality","Use sliders to find when a picture changes and when the quality changes","image quality, image changes, slider","$0.50","Thu Apr 30 22:16:36 PDT 2020","102","BatchId:4017866;OriginalHitTemplateId:928390855;","7200","259200","Wed May 06 13:15:26 PDT 2020","","","31LM9EDVOPTATOLPAPQU5RJVR38JNA","A1OP7COK03ZQBZ","Approved","Fri May 01 06:02:42 PDT 2020","Fri May 01 06:08:54 PDT 2020","Mon May 04 06:08:54 PDT 2020","Mon May 04 06:09:23 PDT 2020","","","372","65% (15/23)","65% (15/23)","83% (5/6)","Firefox","false","true","false","false","true","false","false","false","true","false","false","false","true","1","Fri 01 May 06:03:17 PST 2020","5197","13,15,16,13,15,14,17,16,22,20,18,21,16,21,19,19,21,14,14,18,18,21,18,30,25,23,16,19,20,20,19,19,19,17,21,16,19,18,23,19,18,15,18,19,16,17,19,27,20,25,19,17,25,21,23,","11,12,12,11,13,11,15,13,19,18,15,18,14,19,17,17,19,12,11,15,16,18,16,26,22,19,13,17,18,17,16,14,17,15,19,14,16,16,21,16,15,14,17,16,14,14,17,25,18,23,17,15,23,19,20,","pass","-0.2"
"3N2YPY1GJAZC4TAC8DWTU85UVBDEV4","3F3JD5CN1QYSKT8HP9LQEY5A3YBH0Y","Study on Picture Changes and Picture Quality","Use sliders to find when a picture changes and when the quality changes","image quality, image changes, slider","$0.50","Thu Apr 30 22:16:36 PDT 2020","102","BatchId:4017866;OriginalHitTemplateId:928390855;","7200","259200","Wed May 06 13:15:26 PDT 2020","","","32AT8R96GPAGNHOOUKBUBN2CVPKUSD","A2GIAQP8SLDBEA","Rejected","Sat May 02 17:53:23 PDT 2020","Sat May 02 18:08:00 PDT 2020","Tue May 05 18:08:00 PDT 2020","","Mon May 04 12:25:31 PDT 2020","We have detected that you may have misinterpreted the instructions. Some of your values for the first slider are too low. They should indicate when you first notice any change in the image. However, for some of your values for slider 1, the image already displays sizable changes.","877","44% (4/9)","44% (4/9)","33% (2/6)","Chrome","true","true","false","false","true","false","false","false","true","false","false","false","true","1","Sat 02 May 17:59:50 PST 2020","36","10,23,28,16,13,17,15,26,15,21,10,20,25,22,12,20,28,15,22,17,13,22,14,28,20,9,25,12,21,12,23,20,13,20,27,12,13,24,12,22,19,27,21,14,23,12,12,23,19,14,26,12,17,15,27,","8,18,21,15,11,12,11,16,10,10,9,14,19,17,9,15,19,12,10,12,9,13,11,14,15,6,12,7,14,10,16,12,9,11,18,9,10,13,7,14,13,17,18,13,13,10,9,13,13,10,14,11,12,11,23,","pass","-0.5"
"3N2YPY1GJAZC4TAC8DWTU85UVBDEV4","3F3JD5CN1QYSKT8HP9LQEY5A3YBH0Y","Study on Picture Changes and Picture Quality","Use sliders to find when a picture changes and when the quality changes","image quality, image changes, slider","$0.50","Thu Apr 30 22:16:36 PDT 2020","102","BatchId:4017866;OriginalHitTemplateId:928390855;","7200","259200","Wed May 06 13:15:26 PDT 2020","","","32VNZTT0AB5554UW0PK789ZMA464RT","A4DWPYG8B5A6W","Approved","Fri May 01 10:10:59 PDT 2020","Fri May 01 10:23:00 PDT 2020","Mon May 04 10:23:00 PDT 2020","Mon May 04 10:23:23 PDT 2020","","","721","100% (33/33)","100% (33/33)","100% (9/9)","Chrome","true","true","false","false","true","false","false","false","true","false","false","false","true","1","Fri 01 May 10:11:43 PST 2020","5323","32,28,28,11,30,28,32,24,26,25,26,23,32,32,36,28,32,29,19,19,22,24,15,11,16,18,17,28,23,17,25,23,22,24,15,30,23,16,27,34,20,17,16,22,29,38,36,41,31,30,20,26,28,32,30,","24,21,20,8,23,21,24,16,18,16,20,20,27,28,30,22,25,23,15,13,19,20,11,7,13,14,12,21,17,13,20,17,19,19,11,21,17,12,22,25,15,12,10,17,23,30,27,33,26,20,16,21,22,27,24,","pass","0.9"
"3N2YPY1GJAZC4TAC8DWTU85UVBDEV4","3F3JD5CN1QYSKT8HP9LQEY5A3YBH0Y","Study on Picture Changes and Picture Quality","Use sliders to find when a picture changes and when the quality changes","image quality, image changes, slider","$0.50","Thu Apr 30 22:16:36 PDT 2020","102","BatchId:4017866;OriginalHitTemplateId:928390855;","7200","259200","Wed May 06 13:15:26 PDT 2020","","","3300DTYQT6INL5CPCG7KC518R56EQC","A3OVCT6HBAWIZP","Approved","Thu Apr 30 22:20:05 PDT 2020","Thu Apr 30 23:09:10 PDT 2020","Sun May 03 23:09:10 PDT 2020","Sun May 03 23:09:23 PDT 2020","","","2945","67% (2/3)","67% (2/3)","0% (0/0)","Chrome","true","true","false","false","true","false","false","false","true","false","false","false","true","1","Thu 30 Apr 22:47:12 PST 2020","4940","44,38,40,38,36,43,42,39,42,41,41,43,42,43,43,42,40,44,44,43,44,43,44,43,43,45,44,41,41,43,41,43,43,43,43,45,40,44,43,44,43,43,44,44,43,43,43,42,44,45,43,45,44,44,44,","29,33,34,33,27,39,36,32,37,36,37,38,37,39,38,37,35,40,39,38,40,38,41,39,39,42,40,36,35,38,36,38,38,39,38,42,35,41,38,40,39,39,38,40,39,38,39,37,41,41,38,40,40,39,40,","pass","0.9746794344808964"
"3N2YPY1GJAZC4TAC8DWTU85UVBDEV4","3F3JD5CN1QYSKT8HP9LQEY5A3YBH0Y","Study on Picture Changes and Picture Quality","Use sliders to find when a picture changes and when the quality changes","image quality, image changes, slider","$0.50","Thu Apr 30 22:16:36 PDT 2020","102","BatchId:4017866;OriginalHitTemplateId:928390855;","7200","259200","Wed May 06 13:15:26 PDT 2020","","","333U7HK6IDG17CUCLVCR9M71D43JDZ","A1J4HV45XMNUNG","Approved","Sat May 02 07:33:41 PDT 2020","Sat May 02 07:41:07 PDT 2020","Tue May 05 07:41:07 PDT 2020","Tue May 05 07:41:23 PDT 2020","","","446","95% (20/21)","95% (20/21)","100% (13/13)","Firefox","true","true","false","false","true","false","false","false","true","false","false","false","true","1","Sat 02 May 07:34:14 PST 2020","5712","25,28,26,27,26,25,27,22,23,23,25,21,27,24,24,23,25,25,25,26,26,29,26,26,28,28,31,25,28,29,21,23,27,24,25,26,22,23,27,25,30,24,29,27,24,29,25,22,26,25,29,25,25,14,21,","15,20,18,19,19,17,17,14,14,17,15,16,18,17,16,18,18,17,19,15,19,20,18,18,20,21,23,21,20,21,15,15,18,16,16,18,16,16,21,18,21,21,21,18,15,17,18,15,19,20,25,18,14,10,17,","pass","0.8944271909999159"
"3N2YPY1GJAZC4TAC8DWTU85UVBDEV4","3F3JD5CN1QYSKT8HP9LQEY5A3YBH0Y","Study on Picture Changes and Picture Quality","Use sliders to find when a picture changes and when the quality changes","image quality, image changes, slider","$0.50","Thu Apr 30 22:16:36 PDT 2020","102","BatchId:4017866;OriginalHitTemplateId:928390855;","7200","259200","Wed May 06 13:15:26 PDT 2020","","","333U7HK6IDG17CUCLVCR9M71DFVJDD","A3EGQVJ3WRJAH3","Approved","Mon May 04 12:35:30 PDT 2020","Mon May 04 13:04:34 PDT 2020","Thu May 07 13:04:34 PDT 2020","Thu May 07 13:05:23 PDT 2020","","","1744","89% (8/9)","89% (8/9)","75% (3/4)","Chrome","false","true","false","false","true","false","false","false","true","false","false","false","true","1","Mon 04 May 12:39:12 PST 2020","467","40,45,40,41,44,38,42,40,38,40,42,38,43,41,40,40,44,39,42,39,38,37,35,39,41,40,43,29,35,40,39,34,31,30,36,30,32,39,40,41,42,41,37,43,39,44,37,36,41,42,38,44,43,38,42,","36,37,35,37,39,34,39,32,35,35,35,34,39,35,28,35,41,36,39,34,33,31,25,34,37,35,37,21,30,36,34,31,28,24,30,26,29,36,36,36,38,37,30,33,35,40,34,32,37,37,34,39,40,34,37,","pass","-0.1"
