124094.jpg,0
5017.jpg,0
AVA__20278.jpg,0
AVA__243298.jpg,0
AVA__330138.jpg,0
AVA__34284.jpg,0
AVA__39096.jpg,0
AVA__399346.jpg,0
AVA__422754.jpg,0
AVA__809598.jpg,0
AVA__831694.jpg,0
EMOTIC__2pk3yb4z0sw26638y8.jpg,0
EMOTIC__4wl5mafxcb0nacmnzr.jpg,0
EMOTIC__bj6qnim3c43cj2j7n3.jpg,0
EMOTIC__cbhus51pmobsg1t2gr.jpg,0
EMOTIC__COCO_train2014_000000005021.jpg,0
EMOTIC__COCO_train2014_000000005689.jpg,0
EMOTIC__COCO_train2014_000000007839.jpg,0
EMOTIC__COCO_train2014_000000018466.jpg,0
EMOTIC__COCO_train2014_000000020456.jpg,0
EMOTIC__COCO_train2014_000000021194.jpg,0
EMOTIC__COCO_train2014_000000022501.jpg,0
EMOTIC__COCO_train2014_000000024073.jpg,0
EMOTIC__COCO_train2014_000000025621.jpg,0
EMOTIC__COCO_train2014_000000030238.jpg,0
EMOTIC__COCO_train2014_000000032801.jpg,0
EMOTIC__COCO_train2014_000000034223.jpg,0
EMOTIC__COCO_train2014_000000034437.jpg,0
EMOTIC__COCO_train2014_000000036341.jpg,0
EMOTIC__COCO_train2014_000000036542.jpg,0
EMOTIC__COCO_train2014_000000039434.jpg,0
EMOTIC__COCO_train2014_000000040346.jpg,0
EMOTIC__COCO_train2014_000000042463.jpg,0
EMOTIC__COCO_train2014_000000042493.jpg,0
EMOTIC__COCO_train2014_000000043543.jpg,0
EMOTIC__COCO_train2014_000000050429.jpg,0
EMOTIC__COCO_train2014_000000051735.jpg,0
EMOTIC__COCO_train2014_000000054228.jpg,0
EMOTIC__COCO_train2014_000000054905.jpg,0
EMOTIC__COCO_train2014_000000059648.jpg,0
EMOTIC__COCO_train2014_000000059985.jpg,0
EMOTIC__COCO_train2014_000000061832.jpg,0
EMOTIC__COCO_train2014_000000063867.jpg,0
EMOTIC__COCO_train2014_000000064350.jpg,0
EMOTIC__COCO_train2014_000000065191.jpg,0
EMOTIC__COCO_train2014_000000066669.jpg,0
EMOTIC__COCO_train2014_000000068648.jpg,0
EMOTIC__COCO_train2014_000000068874.jpg,0
EMOTIC__COCO_train2014_000000072615.jpg,0
EMOTIC__COCO_train2014_000000075810.jpg,0
EMOTIC__COCO_train2014_000000078054.jpg,0
EMOTIC__COCO_train2014_000000078400.jpg,0
EMOTIC__COCO_train2014_000000082039.jpg,0
EMOTIC__COCO_train2014_000000082666.jpg,0
EMOTIC__COCO_train2014_000000084594.jpg,0
EMOTIC__COCO_train2014_000000086372.jpg,0
EMOTIC__COCO_train2014_000000087604.jpg,0
EMOTIC__COCO_train2014_000000092951.jpg,0
EMOTIC__COCO_train2014_000000096765.jpg,0
EMOTIC__COCO_train2014_000000097683.jpg,0
EMOTIC__COCO_train2014_000000097902.jpg,0
EMOTIC__COCO_train2014_000000098162.jpg,0
EMOTIC__COCO_train2014_000000098345.jpg,0
EMOTIC__COCO_train2014_000000100300.jpg,0
EMOTIC__COCO_train2014_000000102024.jpg,0
EMOTIC__COCO_train2014_000000104079.jpg,0
EMOTIC__COCO_train2014_000000104444.jpg,0
EMOTIC__COCO_train2014_000000107052.jpg,0
EMOTIC__COCO_train2014_000000107428.jpg,0
EMOTIC__COCO_train2014_000000107846.jpg,0
EMOTIC__COCO_train2014_000000108708.jpg,0
EMOTIC__COCO_train2014_000000109078.jpg,0
EMOTIC__COCO_train2014_000000112226.jpg,0
EMOTIC__COCO_train2014_000000116286.jpg,0
EMOTIC__COCO_train2014_000000117867.jpg,0
EMOTIC__COCO_train2014_000000118412.jpg,0
EMOTIC__COCO_train2014_000000118535.jpg,0
EMOTIC__COCO_train2014_000000120782.jpg,0
EMOTIC__COCO_train2014_000000121445.jpg,0
EMOTIC__COCO_train2014_000000125724.jpg,0
EMOTIC__COCO_train2014_000000128826.jpg,0
EMOTIC__COCO_train2014_000000130534.jpg,0
EMOTIC__COCO_train2014_000000135082.jpg,0
EMOTIC__COCO_train2014_000000136541.jpg,0
EMOTIC__COCO_train2014_000000136970.jpg,0
EMOTIC__COCO_train2014_000000141988.jpg,0
EMOTIC__COCO_train2014_000000145503.jpg,0
EMOTIC__COCO_train2014_000000147710.jpg,0
EMOTIC__COCO_train2014_000000147718.jpg,0
EMOTIC__COCO_train2014_000000150421.jpg,0
EMOTIC__COCO_train2014_000000153985.jpg,0
EMOTIC__COCO_train2014_000000154329.jpg,0
EMOTIC__COCO_train2014_000000154677.jpg,0
EMOTIC__COCO_train2014_000000155160.jpg,0
EMOTIC__COCO_train2014_000000156504.jpg,0
EMOTIC__COCO_train2014_000000156527.jpg,0
EMOTIC__COCO_train2014_000000159370.jpg,0
EMOTIC__COCO_train2014_000000167346.jpg,0
EMOTIC__COCO_train2014_000000168368.jpg,0
EMOTIC__COCO_train2014_000000170687.jpg,0
EMOTIC__COCO_train2014_000000174176.jpg,0
EMOTIC__COCO_train2014_000000175368.jpg,0
EMOTIC__COCO_train2014_000000175552.jpg,0
EMOTIC__COCO_train2014_000000177821.jpg,0
EMOTIC__COCO_train2014_000000180205.jpg,0
EMOTIC__COCO_train2014_000000186753.jpg,0
EMOTIC__COCO_train2014_000000187253.jpg,0
EMOTIC__COCO_train2014_000000188532.jpg,0
EMOTIC__COCO_train2014_000000190363.jpg,0
EMOTIC__COCO_train2014_000000193213.jpg,0
EMOTIC__COCO_train2014_000000193647.jpg,0
EMOTIC__COCO_train2014_000000196418.jpg,0
EMOTIC__COCO_train2014_000000196688.jpg,0
EMOTIC__COCO_train2014_000000198027.jpg,0
EMOTIC__COCO_train2014_000000201517.jpg,0
EMOTIC__COCO_train2014_000000202115.jpg,0
EMOTIC__COCO_train2014_000000204899.jpg,0
EMOTIC__COCO_train2014_000000207225.jpg,0
EMOTIC__COCO_train2014_000000207454.jpg,0
EMOTIC__COCO_train2014_000000207463.jpg,0
EMOTIC__COCO_train2014_000000208055.jpg,0
EMOTIC__COCO_train2014_000000211272.jpg,0
EMOTIC__COCO_train2014_000000211486.jpg,0
EMOTIC__COCO_train2014_000000212083.jpg,0
EMOTIC__COCO_train2014_000000221881.jpg,0
EMOTIC__COCO_train2014_000000222140.jpg,0
EMOTIC__COCO_train2014_000000223888.jpg,0
EMOTIC__COCO_train2014_000000226597.jpg,0
EMOTIC__COCO_train2014_000000229188.jpg,0
EMOTIC__COCO_train2014_000000230433.jpg,0
EMOTIC__COCO_train2014_000000238500.jpg,0
EMOTIC__COCO_train2014_000000239307.jpg,0
EMOTIC__COCO_train2014_000000241421.jpg,0
EMOTIC__COCO_train2014_000000247849.jpg,0
EMOTIC__COCO_train2014_000000250357.jpg,0
EMOTIC__COCO_train2014_000000256550.jpg,0
EMOTIC__COCO_train2014_000000257297.jpg,0
EMOTIC__COCO_train2014_000000258853.jpg,0
EMOTIC__COCO_train2014_000000260448.jpg,0
EMOTIC__COCO_train2014_000000265100.jpg,0
EMOTIC__COCO_train2014_000000266479.jpg,0
EMOTIC__COCO_train2014_000000268209.jpg,0
